country,description,points,price,province,region_1,variety,winery
Italy,"A strange perfume comes off this wine; it's almost like soap dish meets daisies, and while that's not bad it's not that wine-like either. Flavors of apple cider and chunky melon are standard and soft. Not a ton of finish or flair.",84,18.0,Southern Italy,Fiano di Avellino,Fiano,Feudi di San Gregorio
US,"An ultrarich Cabernet whose ripe fruit is as elaborate as you can get. Ditto for the soft, plush tannins and the wealth of fine, sweet oak. Despite the wealth of blackberry, currant, dark chocolate and cola flavors, it's not a wine to drink now, because the tannins and acids are so pert. Give it a good six years in the cellar.",94,235.0,California,Napa Valley,Cabernet Sauvignon,Paul Hobbs
Italy,"This is a ramato Pinot Grigio (which means “copperish” in color) that boasts pinkish highlights of peach and amber. The wine delivers a steady stream of pear, cranberry and citrus aromas and washes clean over the palate thanks to its lively acidity.",87,22.0,Northeastern Italy,Colli Orientali del Friuli,Pinot Grigio,Comelli
Italy,"Opaque and very dark in color and flavor, toasty oak is handsomely wrapped around the black-cherry and plum fruit. Shows a slight animal note. Well textured and full, almost viscous, in the mouth, it finishes long with a nice blend of black-licorice, cherry and clove notes.",90,35.0,Tuscany,Chianti Classico,Sangiovese,Riecine
France,"88-90 This is dry, firm, the botrytis giving richness rather than sweetness. Quite toasty, as well.",89,24.0,Bordeaux,Sauternes,Bordeaux-style White Blend,Château Rieussec
France,"92-94. Barrel sample. Firm and concentrated, this wine has great structure and density along with acidity and berry flavor. There is an attractive final spicy element.",93,24.0,Bordeaux,Pomerol,Bordeaux-style Red Blend,Château Certan de May de Certan
US,"This is all Birch Creek vineyard fruit, barrel fermented and put through full malolactic. It's soft, fleshy and buttery, with good ripe light tropical fruit, lots of barrel flavor, and enough acid to support it all. Both Rulo Chardonnays are perfect expressions of their style—one oaked, one unoaked—each in fine balance and proportion.",91,20.0,Washington,Walla Walla Valley (WA),Chardonnay,Rulo
US,"As usual, this is one of Calera's lightest bottlings, in both color and texture. It's deceptively simple, showing softened cola and raspberry jam flavors that finish impressively long and spicy. It would be a mistake to dismiss it for early drinking. Give it a good six years in the cellar, and it could be stunning in 2020.",92,55.0,California,Mt. Harlan,Pinot Noir,Calera
Spain,"A bit heavy and raisiny, but with that said there's no denying the wine's richness and ripeness. Lush and dense in the mouth, with cocoa, roasted fruit and a mild syrupy lean to the flavor profile. Sweet but a little short on the finish, and condensed. Drink now through 2012.",89,29.0,Northern Spain,Ribera del Duero,Tempranillo Blend,García Figuero
Italy,"Fresh and linear, this offers spring wild flower and white stone fruit aromas while the luminous palate offers Bosc pear, citrus and a hint of white almond. It has a bright, slightly tangy finish.",88,20.0,Veneto,Soave Classico,White Blend,Gianni Tessari
US,"A very nice Cabernet from Paso Robles. At the age of five–plus years, it's still pretty tannic, but a good steak will cut through the hardness. Dry and balanced, it shows spicy flavors of blackberries, currants, anise and cocoa, accented with smoky oak. Should last for a long time, without gaining much.",87,26.0,California,Paso Robles,Cabernet Sauvignon,D'Anbino
US,"A great, enjoyable Chardonnay, extremely rich and ripe, but perfectly balanced. Crisp coastal acidity provides a clean boost to the enormous tropical fruit and peach flavors. The oak is strong, but in keeping with the size of the fruit, providing crème brûlée, buttered toast and smoky meringue opulence.",94,39.0,California,Santa Lucia Highlands,Chardonnay,Testarossa
France,"A spicy wine that unfolds with a gentle texture, touches of lychee and pear and fruitiness. It has richness rather than sweetness, finishing with a light touch of acidity.",87,24.0,Alsace,Alsace,Pinot Gris,Jean-Baptiste Adam
US,"The powerful flavors of this Syrah are both its strength and weakness. No question it's a delicious wine, upfront in blackberry pie filling, currant, licorice, dark chocolate and peppery spices. However the very power of flavor makes it hard to pair with subtle food. Best with strong plates, like short ribs or beef tamales.",87,30.0,California,Dry Creek Valley,Syrah,Dogwood
Italy,"An enticing fragrance of rose, blue flower, incense and truffle wafts out of the glass. On the palate, accents of black pepper, espresso and licorice add depth to the bright cherry-berry fruit, while polished tannins give it a smooth, silky texture. It's well balanced and fresh. Drink 2018–2030.",92,113.0,Piedmont,Barbaresco,Nebbiolo,Ca'Romè
Spain,"Baked raisiny aromas of spice cake are almost overdone. Like many 2009 RDDs, this is huge, tannic and massive as a whole. A woody flavor profile includes earthy jammy berry fruit, while this is heavy with campfire notes on the finish. This is 80% Tempranillo and 20% Cabernet Sauvignon. Drink through 2023.",91,80.0,Northern Spain,Ribera del Duero,Tempranillo-Cabernet Sauvignon,Balbas
Spain,"Pickle and sweet funk on the nose give this chunky wine a nose that's less than fresh. Flavors of orange, peach and cantaloupe are sweet but flat, and in the end it tastes more like a fruit juice than a really solid dry rosé.",83,13.0,Northern Spain,Rioja,Tempranillo,Darien
Italy,"Here's a dark pink, almost red rosé (from oak-aged Syrah grapes) with aromas of wild berry, forest floor and bitter almond. The wine is tart and tangy and ends with a touch of crisp acidity that would pair with ham, cold cuts or thinly sliced roast beef.",87,20.0,Tuscany,Toscana,Rosé,I Giusti e Zanza
US,"Shows the dryness, crisp acidity, flowers and minerality that often mark Carneros Chadonnays, which makes it elegant and sleek. With a touch of Meyer lemons and limes, it rises to richness.",87,18.0,California,Carneros,Chardonnay,Highway 12
US,"This is Cecil De Loach's brand, since he sold his winery to Boisset USA, and it's a nice Russian River Cab of which there aren't many. It shows a cool-climate delicacy and silkiness, but is tasty, with ripe flavors and bright acidity.",86,30.0,California,Russian River Valley,Cabernet Sauvignon,Hook & Ladder
France,"91–93. Barrel sample. This wine is rich, with delicious fruitiness, as well as ripe black fruits. With all this opulence, however, there is also great freshness and crispness that comes from the Cabernet in the blend.",92,24.0,Bordeaux,Margaux,Bordeaux-style Red Blend,Château Palmer
US,"Dryness marks this elegant Pinot Noir, a remarkable feat since the strawberry and raspberry fruit is so opulently ripe. With fresh acidity, firm tannins and a touch of minerals, it's a wonderful expression of Santa Rita fruit.",93,30.0,California,Sta. Rita Hills,Pinot Noir,Dolina
Italy,"Thanks to careful clonal selection, this bright Vermentino shows a pristine quality. It is redolent of pear, peach and honey, and it shows a touch of dried herb on the finish.",88,15.0,Tuscany,Maremma Toscana,Vermentino,Carpineto
Italy,"This Barolo from the Cannubi vineyard opens with a delicate aromatic embroidery of vanilla, forest berry, cola, spice and licorice. The texture here is tight, fine and very silky and those characteristic Nebbiolo flavors last a long time on the finish. You could save this wine five to 10 more years and pair it with slow-cooked duck confit.",92,58.0,Piedmont,Barolo,Nebbiolo,Comm. G. B. Burlotto
France,"The idea that Sauvignon Blanc cannot age is emphatically disproved by this impressive, mature wine. It is rich and concentrated, full of almonds, herbs and a great sense of length and ripeness. This is now perfectly ready to drink.",93,45.0,Loire Valley,Sancerre,Sauvignon Blanc,Domaine Laporte
US,"The newest Ursa is 50% Merlot, 24% Cab Franc, 17% Cabernet Sauvignon, 7% Malbec and 2% Petit Verdot, and it is absolutely delicious right out of the chute; no breathing needed. It's got plump and sweetly juicy cherry and berry fruit flavors, mixed in with cherry candy, red licorice, anise and spice. Good persistence and length.",90,39.0,Washington,Columbia Valley (WA),Red Blend,Baer
Italy,"This vintage of Solengo is slightly more floral and delicate when compared to the more robust and generous 2004 vintage. The wine is deep and penetrating with lingering aromas of forest berry and rose petal and exhibits remarkable harmony. It's still tight in the mouth with fine texture and length—unique and distinctive, with gorgeous feminine and floral intensity. Drink after 2010.",93,88.0,Tuscany,Toscana,Red Blend,Argiano
Argentina,"Pronounced oak is the opening blast, and amid the shy red berry and tomato leaf aromas there are hints of leather, mint and coconut. All these scents indicate that heavy wood was thrown at the wine, so while the power and goals of the wine are admirable, it's weighed down presently by a touch too much resin. Maybe that'll drift with time but that's not for sure.",88,35.0,Mendoza Province,Luján de Cuyo,Malbec,Doña Paula
US,"A good, sound red wine, made from the five Bordeaux varieties. It's dry and gently tannic, with herb, tobacco and black cherry flavors.",84,22.0,California,Sonoma County,Claret,St. Francis
US,"A dry, well structured Bordeaux blend. Speaks volumes for the winery's efforts to wrest real complexity and style from these rugged, hot Foothills. Shows proper blackberry, black currant and herb flavors, with a balanced touch of oak. Ready now.",87,25.0,California,El Dorado,Meritage,Miraflores
Argentina,"There is a select group of under-$20 Malbecs from Argentina that really do the country and the variety proud. Santos is one of them; the 2006 is easy and ripe on the nose, with lovely cola, berry and herb aromas. The palate has a natural feel and bright black-fruit flavors. Not overly complex but a winner for the next year or two.",91,18.0,Mendoza Province,Mendoza,Malbec,Ricardo Santos
US,"The alcohol level is very high, but the wine is very delicious, which is the tradeoff you get with this Zinfandel taste-alike. It's silky and soft and rich in jammy raspberry, cherry and chocolate flavors, finished with savory spices.",87,32.0,California,Dry Creek Valley,Primitivo,Collier Falls
US,"Pretty good price for a sound Pinot Noir. It's dry and silky, with flavors of cherries, herbs and spices. Decant before pouring.",86,16.0,California,Monterey County,Pinot Noir,Estancia
US,"An intricately layered nose of sagebrush, blood, pencil lead, soy, beef jerky, lilac, violet, lavender and tight cranberries shows on this stunning wine from the historic vineyard. The palate offers rounded red fruits and cherry tomatoes that tighten around a sagebrush core, bolstered by lots of oregano, black pepper, dried basil and eucalyptus.",94,41.0,California,Santa Maria Valley,Pinot Noir,Kynsi
US,"Has a slight effervescence, which some may regard as a technical fault. But it actually creates a pleasant tingle to this softly fruity, spicy off-dry blush.",85,24.0,California,Clear Lake,Muscat Canelli,Ceago Vinegarden
France,"With some weight behind it, this is a ripe Champagne, with cherry and raspberry fruit and attractive lime acidity. There is a good bite in the aftertaste.",86,45.0,Champagne,Champagne,Champagne Blend,Château de Bligny
Argentina,"Cherry and plum-like aromas carry a dry, dusty edge and some stem, but as a whole this wine is light on its feet, easy to drink and proper. The flavors are quite red in scope, with a twinge of buttery oak adding softness. Licorice and another tick of wood take care of the finish. A fresh, forward wine for everyday use.",86,12.0,Mendoza Province,Mendoza,Malbec,Santa Julia
US,"One of the winery's sweeter wines, this Pinot Noir-based bubbly has jammy raspberry, strawberry and vanilla flavors. Ultra-crisp acidity provides needed balance. It's a little heavy, but will appeal to those who want some sugar in their sparkling wine.",87,33.0,California,Green Valley,Sparkling Blend,Iron Horse
US,"Tired of oaky fruit bomb Chards? This one's notable for structure. Crisp acidity and a firm streak of minerals undergird the grilled pineapple, cinnamon apple sauce and buttered toast flavors. Drink this elegant wine now.",90,32.0,California,Carneros,Chardonnay,Roessler
US,"Seems made in a less ripe style, a minty, wintergreen wine with hints of barely ripened blackberries and some briary wild berries. Drinks bone dry and fairly tannic. If you're into an earthier, more French Bordeaux style, try this one. Will benefit from a decade of aging.",89,65.0,California,Napa Valley,Cabernet Sauvignon,Elyse
US,"Tough in tannins, with a gritty mouthfeel, although it's also soft and jammy sweet. A blend of Syrah and Cabernet Sauvignon, this rustic wine is a little hot in alcohol. Drink now.",85,18.0,California,Paso Robles,Syrah-Cabernet,Villa San Juliette
US,"This lightly built wine is fully expressive, with floral aromas and bright layers of black cherry, peppery clove and toasted oak. Balanced and unhindered, it will work well at the table.",90,98.0,California,Russian River Valley,Cabernet Sauvignon,Viszlay Vineyards
Italy,"This is an extremely bright and fresh white wine that delivers easy aromas of orange blossom, passion fruit and honey. It's a very fragrant and floral interpretation of your standard Soave.",87,13.0,Veneto,Soave,Garganega,Corte Moschina
Italy,"Barolo Badarina is a soft, velvety wine with loads of spice, vanilla and clove. Those pleasurable aromas are woven between lively notes of fresh fruit and crushed mineral. The wine is supple, rich and opulent on the close. Cellar it five years or more.",93,24.0,Piedmont,Barolo,Nebbiolo,Grimaldi Bruna
Argentina,"A touch soupy and leafy on the nose, with a green element as well. The palate feel is clacky and firm, with herbal berry and green finishing flavors. Better in terms of feel and structure than flavors and aromas; a marginal Cab from a cool year.",83,15.0,Mendoza Province,Tupungato,Cabernet Sauvignon,Piattelli
US,"Palmaz has struggled to break into the top ranks, and this 2006 does not advance their cause. It smells funky and vegetal, although it turns fairly rich in the mouth, with cherries, red licorice, cocoa and cedar. Doesn't seem likely to improve over time.",86,100.0,California,Napa Valley,Cabernet Sauvignon,Palmaz
US,"From Stillwater Creek vineyard, this 80/20 blend of Malbec and Cabernet Sauvignon simply tastes young. The fruit is ripe enough, but superficial, with a lot of barrel flavors providing the weight and filling in with smoke, toast and coffee. Malbec has a very promising future in Washington State, and it's good to see young and talented wineries such as Tildio doing the exploration. Right now, this is just a pleasant table wine.",85,28.0,Washington,Columbia Valley (WA),Malbec,Tildio
France,"One of the two luxury wines from Château d'Esclans, Les Clans is rich, wood-aged and full of ripe and rounded fruit flavors. With the extra year of aging, it has lost some initial freshness but has gained complexity and structure. The wine is full-bodied while remaining very stylish. Drink now.",91,70.0,Provence,Côtes de Provence,Rosé,Château d'Esclans
Argentina,"Rubbery at first, then it rounds out and settles down to offer blackberry richness and jammy aromas. The palate is soft, lush and cushioned, while blackberry flavors run sweet, toasty and chocolaty. Remains sweet on the finish, with fig and minty spice flavors.",88,13.0,Mendoza Province,Mendoza,Malbec,Alamos
Italy,"Aromas of mature berry, menthol, coffee bean, toast and dark cooking spice emerge on this bracing wine. The firmly structured palate delivers dried black cherry, espresso, French oak, licorice, chopped herb and tobacco set against bracing, close-grained tannins and the warmth of alcohol. The tannins will need years to unwind.",90,110.0,Piedmont,Barolo,Nebbiolo,Ceretto
Spain,"Generic white-fruit aromas feature apple and melon. It feels sharp as a razor, with citric acidity pushing lemon and sour peach flavors, finishing tart.",81,10.0,Northern Spain,Rioja,Viura,Bodegas Franco-Españolas
Italy,"Bellussi Belcanto is a Dry (or slightly sweet) style Prosecco wine from the Cartizze cru that offers harmony, elegance and character. You'll love the light touches of peach and white flower as well as the sparkler's naturally creamy mouthfeel.",88,20.0,Veneto,Valdobbiadene Superiore di Cartizze,Glera,Bellussi
France,"Dominated by fresh, bright, red cherry flavors, this is a deliciously fruity wine, structured with light tannins and added complexity from nutmeg, and a smoky, meaty edge.",88,40.0,Loire Valley,Sancerre,Pinot Noir,Domaine Vacheron
US,"Textbook cool-climate California Pinot Noir. It's dry, silky, elegant and totally drinkable now, offering complex flavors of cherry, rose petal, cola, orange zest, oaky vanilla and cinnamon spice. Really easy to like this wine.",90,30.0,California,Los Carneros,Pinot Noir,Martin Ray
Australia,"This compelling wine delivers a tidal wave of chocolate, dark berries, earth and black olive aromas and flavors. It's huge in the mouth yet amazingly supple in texture, leaving no sense of excessive weight or alcohol. Hints of toast, menthol and coffee linger on the surprisingly elegant finish. Drink now-2025.",94,105.0,South Australia,Barossa Valley,Shiraz,Kilikanoon
Argentina,"Fairly round aromas of blackberry are also slightly grapey, while the plump palate offers dark fruit flavors and a choppy mouthfeel. Finishes with a taste of powdered drink mix and grape bubblegum. Decent but shows all the signs of the large-production, commercial wine that it is.",84,10.0,Mendoza Province,Uco Valley,Malbec,Finca El Portillo
US,"Simple, sweet and cloying, with sugary flavors of pineapples, peaches and pears.",82,14.0,California,Monterey,Chardonnay,Maddalena
France,"Smooth and rounded, it also has a more mineral character from the gravel soil. It is tangy, full of yellow fruits, touches of citrus and lively final acidity. Give it until the end of 2014 to drink.",87,24.0,Loire Valley,Sancerre,Sauvignon Blanc,Joseph Mellot
US,"Ripe and balanced, a nice, clean Merlot to drink now with savory sausages. It's dry and tannic, with flavors of black cherries, black currants, cola and sandalwood, and a dusty, mouthwatering coating of Asian spices.",87,18.0,California,Sonoma Valley,Merlot,Wellington
Italy,Here's a refined Pinot Bianco with delicate aromas of Alpine wild flowers and white fruit. The palate delivers yellow and green apple alongside a steely mineral undertone and vibrant acidity. It closes fresh and clean.,89,19.0,Northeastern Italy,Alto Adige,Pinot Bianco,Kellerei Kaltern Caldaro
Italy,"Ripe fruit notes of black cherry and raspberry are followed by chocolate and delicate spice. This 80-20 blend of Sangiovese and Merlot from Maremma, Tuscany is sharp and well-focused in the mouth with lingering tones of ripe fruit and a crisp berry finale.",88,25.0,Tuscany,Maremma,Red Blend,Jacopo Biondi-Santi
France,"Once the sulfur aromas from recent bottling blow over, the wine shows ripe fruit with a soft texture. Pear and yellow fruits are going to come through in a few months. Drink from 2015.",86,24.0,Burgundy,Pouilly-Fuissé,Chardonnay,Chanson Père et Fils
US,"One of the best Zinfandels of the vintage. This wine is exuberant in wild berry, briary, brambly nettle, cola, red currant, licorice and bacon flavors, with Zin's peppery spiciness. The alcohol is very high, so drink carefully, but that's what it took to make a wine this distinctive.",94,40.0,California,Sonoma County,Zinfandel,Tres Vinicultores
Italy,"This is a modern and pleasurable Rosso di Montalcino with bright notes of cherry, forest berry and blue flowers. Those aromas are enhanced by soft shadings of spice and toast. The wine is crisp, sharp and fresh in the mouth.",88,24.0,Tuscany,Rosso di Montalcino,Sangiovese Grosso,Castiglion del Bosco
US,"A proven success for Tildio, the newest release of Cabernet Franc uses fruit from the exceptional RiverBend vineyard in the Wahluke Slope. It's a delicious mix of wild berry and smoky earth, with dark streaks of licorice and tar adding depth and persistence.",89,30.0,Washington,Wahluke Slope,Cabernet Franc,Tildio
France,"Here's a wine that is rich and full bodied, tending toward dryness while still retaining all the ripe, spicy Pinot Gris character. It has apple, lychee and mango flavors, nicely mingling together, leaving a fresh, crisp finish.",89,24.0,Alsace,Alsace,Pinot Gris,Emile Beyer
France,"A smooth and ripe wine, attractive cherry and sweet plum flavors along with a ripe tannic element. It is a rich wine, showing the concentration of 2008 in the Loire. Age for 2–3 years.",89,17.0,Loire Valley,Bourgueil,Cabernet Franc,Château de Minière
Italy,"Although this is a young Barbera—from the 2008 vintage—the wine already shows signs of aging. The color is ruby bordering on garnet and the nose is characterized by mature berry, wet earth, bramble and a touch of black truffle.",87,24.0,Piedmont,Barbera d'Asti,Barbera,F.lli Trinchero
France,"Starting with green acidity, this wine opens up well to give cool lemon and mineral flavors. These are followed by a creamy texture that softens the acidity, giving a ripe, full finish.",87,36.0,Burgundy,St.-Romain,Chardonnay,Maison Champy
France,"It's worth noting the sec (dry) note on the label, because this is bone-dry Chenin. It does, though, have enough richness to bring a fine balance, with crisp apples, a mineral and steel character, and a taut-as-a-string texture. Drink now, or age for 2–3 years.",89,18.0,Loire Valley,Vouvray,Chenin Blanc,Laurent Kraft
US,"Despite the California appellation, the grapes were grown in the Ojai region of Santa Barbara County. It's a dry, tannic wine whose ripe blackberry, mocha and oak flavors are balanced with rich earthiness. Could develop bottle complexity over the next six years.",90,45.0,California,California,Syrah,Ojai
France,"With important flavors of new wood, dusty dry tannins and mint, this is a concentrated and powerful wine that also has elegance. It is ripe, rich with balancing acidity, and ready for aging.",90,45.0,Bordeaux,Saint-Estèphe,Bordeaux-style Red Blend,Château Arnaud
France,"An intense, mineral-driven wine, tasting of the limestone soil as well as very ripe fruit. Great acidity keeps the richness in line, toast offering sweetness. The wine is full-bodied, the flavors going right through to the apple-skin-textured core.",94,75.0,Burgundy,Chassagne-Montrachet,Chardonnay,Olivier Leflaive
Italy,"This is textbook Barbaresco from the well-received 2007 vintage. Vigneto l'Ciaciaret (the vineyard is part of the Gallina cru in Neive) offers a delicate embroidery of wild berry, spice and mineral aromas. The wine is rich and firm in the mouth with dusty, drying tannins.",91,24.0,Piedmont,Barbaresco,Nebbiolo,Antichi Poderi dei Gallina
Italy,"This straightforward Amarone offers aromas of tobacco leaf and raisin. The palate presents prune and plum flavors accented by a hint of chocolate. It also shows the heat of the vintage and is evolving fast, so enjoy this soon.",89,45.0,Veneto,Amarone della Valpolicella,Red Blend,Delibori
France,"This bright pink-colored wine is made from Malbec. It is fruity and fresh with strawberry flavors and layers of acidity that give it a crisp, tight aftertaste. Drink now.",85,12.0,Southwest France,Côtes du Lot,Rosé,Georges Vigouroux
France,"90-92. Barrel sample. Initially, this wine shows spice and round fruit notes, followed by a tannic structure. The wine has weight, with a feeling of balanced wood and plenty of juicy flavors on the finish.",91,24.0,Bordeaux,Pessac-Léognan,Bordeaux-style Red Blend,Château Larrivet Haut-Brion
US,"This is tart and steely, with a flavor of pear skin rather than pear flesh, along with a green apple note and a whiff of grapefruit. Sharply acidic, it's a wine that should pair well with spicy Asian cuisine.",86,13.0,Oregon,Oregon,Pinot Gris,Kings Ridge
US,"Hot, harsh and peppery in the mouth, and with simple blackberry and cherry jam flavors, this wine is okay for drinking at backyard barbecues in a tumbler.",81,18.0,California,Paso Robles,Zinfandel,Rosenblum
US,"This wine feels a bit awkward in the mouth; the flavors don't quite connect. The light fruit flavors run to strawberry and watermelon—odd for Cabernet—and the mid-palate drops into a thin, hot and hard finish. There is some softness which makes it a quaffable, but generic red.",83,15.0,Washington,Columbia Valley (WA),Cabernet Sauvignon,Columbia Winery
France,"A very pretty wine, with intense aromatics of crushed flowers and passionfruit. The palate is flavorful, crisp and refreshing, winding up with a tangy, citrus-accented finish. Serve with light fish preparations.",88,24.0,Alsace,Alsace,Riesling,Helfrich
Argentina,"All sorts of smoky berry, cola and controlled toast aromas get this wine going in the right direction. It tastes very good, with pure, less than bashful plum and cola flavors leading straight to a fruity, lasting finish. This may not have much sauvage, old world Syrah character; but for Argentina it's made right and registers from head to toe.",90,14.0,Mendoza Province,Maipú,Syrah,Pascual Toso
Argentina,"Berry, cola, pepper and lemon peel aromas are taken down a notch by a note of spent coffee grinds. The palate is grabby, with creamy flavors of chocolate, vanilla, berry and milkshake. Finishes thick and sweet.",85,22.0,Mendoza Province,Mendoza,Malbec,Sinfin
US,"This reserve bottling has had its problems in the past, but the '06 represents a return to the fine 1999 and 2001. It's classic Napa Bordeaux, dry and rich, with blackberry, black currant, mineral and cedar flavors perfectly balanced by firm, smooth tannins. Should develop through 2014.",92,94.0,California,Napa,Bordeaux-style Red Blend,Keenan
US,"The estate bottling is 100% Sémillon and tastes a bit riper and more peachy than the Columbia Valley bottling, though perhaps less nuanced. Barrel fermented in both new and second year French oak, it adds honeysuckle, sweet apple and a hint of mint to the sweet fruit.",91,20.0,Washington,Walla Walla Valley (WA),Sémillon,L'Ecole No. 41
Italy,"A blend of Cabernet Sauvignon, Merlot and Sangiovese, Poggio alla Guardia is bright, clean and enjoyable, and it exudes notes of cherry, blackberry and spice. It would pair seamlessly with red meat, chicken or pasta.",88,20.0,Tuscany,Maremma Toscana,Red Blend,Rocca di Frassinello
US,"A wine with a soft mouthfeel and clean finish, this takes time to open up. Once it does, the flavors are a swirl of sweet strawberry and roses.",86,24.0,California,Lodi,Touriga Nacional,Fenestra
Argentina,"Sort of soupy and stewy to begin with. The palate is stocky and forward, with short black plum and berry flavors. Quite ripe on the back end as it finishes chewy and soft. Organic.",83,9.0,Mendoza Province,Mendoza,Malbec,Alto Salvador
US,"A rich, candied Pinot Noir, filled with raspberry, cherry and mocha flavors. It's a bit simple, but deliciously so, with a crisply silky texture.",87,30.0,California,Sta. Rita Hills,Pinot Noir,Siduri
France,"Warm and rounded, this spicy wine has wood flavors just showing through the ripe fruit. It is already delicious, with rich blackberry flavors right up front, although its aging potential is evident with the concentrated, deep structure.",94,85.0,Bordeaux,Margaux,Bordeaux-style Red Blend,Château Brane-Cantenac
US,"Cabernet Franc often shows more stem and herb than either Merlot or Cabernet Sauvignon, but here there is little else to hang your hat on. Hard, chewy and tannic, it might best be drunk with a grilled steak, so those tough tannins are put to work.",83,28.0,Washington,Columbia Valley (WA),Cabernet Franc,Cave B
Spain,"With a hint of rubber and asphalt, the bouquet on this value wine is generous and topped with blackberry and dark plum aromas. The palate is grabby, with clampy tannins and black-fruit flavors mixed with chocolate and spice. The earthy, lightly herbal finish with rubbery nuances is nice.",89,9.0,Northern Spain,Calatayud,Garnacha,Tres Ojos
US,"Very ripe and deliciously forward in cherries, cola, bacon, anise and sweet smoky sandalwood, with silky tannins. The acidity is a bit low, giving the wine a softness that limits ageability. Now–2011.",88,44.0,California,Sonoma Coast,Pinot Noir,Freeman
Spain,"El Coto has gotten its game in gear in recent years. The brand's value-priced wines like this Viura are clean and proper. In this case, opening aromas of stone and lime yield to green fruits and cucumber. The wine is easy and fresh, with a juicy, simple mouthfeel.",86,12.0,Northern Spain,Rioja,Viura,El Coto
Italy,"There's an interesting note of honey or maple syrup that gives this Riserva a uniquely smooth and supple style. Fruit aromas recall dried prunes, fig and currants. The wine offers elegant, fine texture in the mouth.",88,35.0,Tuscany,Chianti Classico,Sangiovese,Castellare di Castellina
Italy,"This Riserva expression of Chianti Classico reveals ripe richness and plush layers of blackberry, cherry, spice, leather and tobacco. Smooth tannins and a compact texture would match white meat or pork.",90,26.0,Tuscany,Chianti Classico,Sangiovese,Rocca delle Macìe
France,"This is a stylish wine. It has fine acidity and light poised fruity character. With plenty of orange zest and a herbal touch, this blend of Cinsault, Grenache and Syrah is a generous wine, ready to drink now.",89,24.0,Provence,Côtes de Provence,Rosé,Hecht & Bannier
France,"Full, rich, quite heavy in style, this is only just brut, with its crushed strawberry flavor and low acidity. It works, as a fine wine for a red-fruit dessert, the balance remaining right up to the very soft aftertaste.",87,80.0,Champagne,Champagne,Champagne Blend,Perrier Jouët
US,"This could be labeled Cabernet Sauvignon, which is 80% of the blend. It's all old vine Champoux vineyard fruit, with a beguiling blend of herb, bramble, spice, cedar and chocolate. Smooth and polished, still wound a bit tight, and fairly astringent.",91,65.0,Washington,Horse Heaven Hills,Bordeaux-style Red Blend,Andrew Will
Italy,"One of Italy's most recognized names in wine delivers an easy, everyday wine with intense floral aromas and tutti-frutti cheer. In the mouth it is on the simple side, but it's totally quaffable. Imported by Brown-Forman Corp.",85,9.0,Northeastern Italy,Delle Venezie,Pinot Grigio,Bolla
US,"A blend of Syrah, Mourvèdre, Malbec and Petite Sirah from Brassfield's Volcano Ridge Vineyard, this intensely bold wine has an herbal streak and generous layers of blueberry and leathery, mountain-tight tannin. On the finish expect tar and espresso.",87,24.0,California,High Valley,Red Blend,Brassfield
US,Pushes Zinfandel to the limit of balance. The alcohol is nearly 16%. The tannins are hard. The blackberry and currant flavors wander into raisins. Yet on the plus side is extreme dryness and a certain complexity and curiosity value.,87,35.0,California,Sonoma County,Zinfandel,Rock Wall
Italy,"This oak-aged blend of Trebbiano, Colombana and Malvasia Bianca opens with a golden hay color and aromas of white flower, peach, citrus, almond and mineral. It has both structure and refreshing crispness on the finish.",87,24.0,Tuscany,Toscana,White Blend,Botti in Balzi
France,"Ripe red raspberry notes, accented by cocoa, a chalky minerality and a hint of orange zest liven up the medium weight. With ample acidity and strong tannins, this wine will only improve with some time; you can tell that it's holding back and there's so much more that hasn't fully developed. Try it now or hold for 5–6 years.",89,22.0,Languedoc-Roussillon,Coteaux du Languedoc,Rhône-style Red Blend,Château des Karantes
US,"One of the first wines from De Loach after the Boisset takeover, this dry Gewürz is a good portent for the future. It's ultraclean and crisp, with very deep and satisfying flavors of Asian spices, peaches, litchi and citrus.",87,14.0,California,Russian River Valley,Gewürztraminer,De Loach
Italy,"This is a big Barbaresco executed in a bold, modern style that can either be consumed immediately, or can be put aside to age in your cellar. Soft layers of spice, nutmeg and vanilla are enhanced by bursting flavors of cherry and blueberry. The wine is rich, dense and opulent overall.",91,55.0,Piedmont,Barbaresco,Nebbiolo,Cascina Luisin
Italy,"A fresh and easy-going Cabernet Sauvignon that shows typical characteristics of the grape variety such as black pepper and black currant. This is not an overdone wine. In fact, it's fresh, easy to drink and closes with a touch of piquant spice.",86,10.0,Sicily & Sardinia,Sicilia,Cabernet Sauvignon,Sallier de la Tour
Italy,"Scents of Spanish broom, chamomile, aromatic herb and white stone fruit combine along with a whiff of hay. The zesty, linear palate offers juicy nectarine, candied lemon drop and a mineral note alongside bright acidity.",89,30.0,Sicily & Sardinia,Sicilia,Catarratto,Castellucci Miano
US,"Old Pinot aroma, a little stale, with raspberry candy and smoky, vanilla oak. In the mouth, rather too old, dry and brittle, with the fruit fading and a hint of vinegar. Praiseworthy but past its prime.",86,24.0,California,Santa Ynez Valley,Pinot Noir,Au Bon Climat
US,"An exotic Sauvignon Blanc, this is filled with flavors of citrus and tropical fruit, with touches of mineral, flower and spice. It's bone dry and crisply acidic—the way Sauvignon Blanc should be. This defines elegance and complexity.",91,35.0,California,Los Carneros,Sauvignon Blanc,Hartwell
